Vital rate,Matrix position,Estimate,Uncertainty1,Uncertainty2,Uncertainty type,Method of estimation,Propagated to final matrix?,Sample size,Which model,DOI,Year,Author,Comments,
1 to 4,"1,4",1,can't find it,can't find it,confidence interval,direct calculation then bootstrap of data,yes,1,2008-2013,10.1002/lno.10075,2015,Edmunds,,
2 to 1,"2,1",0.031,can't find it,can't find it,confidence interval,direct calculation then bootstrap of data,yes,587,2008-2013,10.1002/lno.10075,2015,Edmunds,,
2 to 2,"2,2",0.581,can't find it,can't find it,confidence interval,direct calculation then bootstrap of data,yes,43,2008-2013,10.1002/lno.10075,2015,Edmunds,,
2 to 3,"2,3",0.5,can't find it,can't find it,confidence interval,direct calculation then bootstrap of data,yes,2,2008-2013,10.1002/lno.10075,2015,Edmunds,,
2 to 4,"2,4",0,can't find it,can't find it,confidence interval,direct calculation then bootstrap of data,yes,1,2008-2013,10.1002/lno.10075,2015,Edmunds,,
3 to 1,"3,1",0,can't find it,can't find it,confidence interval,direct calculation then bootstrap of data,yes,587,2008-2013,10.1002/lno.10075,2015,Edmunds,,
3 to 2,"3,2",0.093,can't find it,can't find it,confidence interval,direct calculation then bootstrap of data,yes,43,2008-2013,10.1002/lno.10075,2015,Edmunds,,
3 to 3,"3,3",0.5,can't find it,can't find it,confidence interval,direct calculation then bootstrap of data,yes,2,2008-2013,10.1002/lno.10075,2015,Edmunds,,
3 to 4,"3,4",0,can't find it,can't find it,confidence interval,direct calculation then bootstrap of data,yes,1,2008-2013,10.1002/lno.10075,2015,Edmunds,,
4 to 1,"4,1",0,can't find it,can't find it,confidence interval,direct calculation then bootstrap of data,yes,587,2008-2013,10.1002/lno.10075,2015,Edmunds,,
4 to 2,"4,2",0,can't find it,can't find it,confidence interval,direct calculation then bootstrap of data,yes,43,2008-2013,10.1002/lno.10075,2015,Edmunds,,
4 to 3,"4,3",0,can't find it,can't find it,confidence interval,direct calculation then bootstrap of data,yes,2,2008-2013,10.1002/lno.10075,2015,Edmunds,,
4 to 4,"4,4",0,can't find it,can't find it,confidence interval,direct calculation then bootstrap of data,yes,1,2008-2013,10.1002/lno.10075,2015,Edmunds,,
lambda,NA,0.948,plotted only,plotted only,confidence interval,bootstrap of raw data,NA,NA,2008-2013,10.1002/lno.10075,2015,Edmunds,,
lambda,NA,0.95,0.92,0.978,credible interval,multistate state-space CJS model,NA,NA,NA,10.1007/s00227-015-2695-8,2015,Meyer,estimate = median,
pup survival,NA,0.185,0.121,0.265,credible interval,multistate state-space CJS model,yes,can't tell,NA,10.1007/s00227-015-2695-8,2015,Meyer,estimate = median,
juvenile survival,NA,0.978,0.955,0.996,credible interval,multistate state-space CJS model,yes,can't tell,NA,10.1007/s00227-015-2695-8,2015,Meyer,estimate = median,
adult survival,NA,0.883,0.853,0.911,credible interval,multistate state-space CJS model,yes,can't tell,NA,10.1007/s00227-015-2695-8,2015,Meyer,estimate = median,
transition juvenile to adult delayed breeding,NA,0.225,0.203,0.249,credible interval,multistate state-space CJS model,yes,can't tell,NA,10.1007/s00227-015-2695-8,2015,Meyer,estimate = median,
transition juvenile to adult and breeding,NA,0.012,0.007,0.018,credible interval,multistate state-space CJS model,yes,can't tell,NA,10.1007/s00227-015-2695-8,2015,Meyer,estimate = median,
transition adult delayed breeding to adult breeding,NA,0.405,0.364,0.449,credible interval,multistate state-space CJS model,yes,can't tell,NA,10.1007/s00227-015-2695-8,2015,Meyer,estimate = median,
transition adult breeding to adult skipped breeding,NA,0.293,0.248,0.342,credible interval,multistate state-space CJS model,yes,can't tell,NA,10.1007/s00227-015-2695-8,2015,Meyer,estimate = median,
transition adult skipped breeding to adult breeding,NA,0.769,0.673,0.852,credible interval,multistate state-space CJS model,yes,can't tell,NA,10.1007/s00227-015-2695-8,2015,Meyer,estimate = median,
hatchling survival,NA,0.49,0.05,0.9,range,from literature,yes,NA,NA,10.1007/s10144-011-0292-3,2012,Hyslop,,
juvenile survival,NA,0.59,0.05,0.9,range,from literature,yes,NA,NA,10.1007/s10144-011-0292-3,2012,Hyslop,,
subadult survival,NA,0.52,0.2,NA,standard error,multistate capture mark recapture model,yes,33,NA,10.1007/s10144-011-0292-3,2012,Hyslop,,
adult survival,NA,0.74,0.03,NA,standard error,multistate capture mark recapture model,yes,191,NA,10.1007/s10144-011-0292-3,2012,Hyslop,,
clutch size,NA,4.75,3,6,range,direct calculation from captive breeding,yes,not reported,NA,10.1007/s10144-011-0292-3,2012,Hyslop,,
nest survival,NA,0.75,0.25,0.95,range,not clear where uncertainty from,yes,not reported,NA,10.1007/s10144-011-0292-3,2012,Hyslop,,
hatching rate,NA,0.75,0.25,0.95,range,direct calculation from captive breeding,yes,not reported,NA,10.1007/s10144-011-0292-3,2012,Hyslop,,
breeding probability,NA,0.75,0.5,0.95,range,field observations and captive programs,yes,not reported,NA,10.1007/s10144-011-0292-3,2012,Hyslop,,
transition stage 1 to 2,NA,1,NA,NA,NA,NA,NA,NA,NA,10.1007/s10144-011-0292-3,2012,Hyslop,,
transition stage 2 to 3,NA,0.99,0.01,NA,standard error,multistate capture mark recapture model,yes,not clear,NA,10.1007/s10144-011-0292-3,2012,Hyslop,,
lambda,1.031,can’t find it,can't find it,can't find it,range,running with upper and lower est of each vital rate,NA,NA,NA,10.1007/s10144-011-0292-3,2012,Hyslop,only reported it for lower value of one parameter,
hatch rate,0.67,0.01,NA,NA,variance,direct calculation - beta distribution,yes,10,WR3,10.1007/s10144-014-0450-5,2014,Wolf,montecarlo simulation,
nest success,0.74,0.02,NA,NA,variance,direct calculation - beta distribution,yes,28,WR3,10.1007/s10144-014-0450-5,2014,Wolf,,
first clutch size,19.01,1.99,NA,NA,variance,direct calculation - stretch beta distribution,yes,19,WR3,10.1007/s10144-014-0450-5,2014,Wolf,,
females double clutching,0.66,0.24,NA,NA,variance,direct calculation - beta distribution,yes,9,WR3,10.1007/s10144-014-0450-5,2014,Wolf,,
second clutch size,12.67,2.11,NA,NA,variance,direct calculation - stretch beta distribution,yes,3,WR3,10.1007/s10144-014-0450-5,2014,Wolf,,
fecundity,6.62,NA,NA,NA,NA,compound rate,yes,NA,WR3,10.1007/s10144-014-0450-5,2014,Wolf,,
adult survival,0.47,0.02,NA,NA,variance,average of direct calculation and known fates estimate - beta distribution,yes,147,WR3,10.1007/s10144-014-0450-5,2014,Wolf,,
juvenile survival ,0.25,0.01,NA,NA,variance,direct calculation - beta distribution,yes,92,WR3,10.1007/s10144-014-0450-5,2014,Wolf,,
hatchling survival,0.33,NA,NA,NA,NA,direct calculation when lambda = 1,yes,NA,WR3,10.1007/s10144-014-0450-5,2014,Wolf,,
hatch rate,0.58,0.02,NA,NA,variance,direct calculation - beta distribution,yes,16,CWMA,10.1007/s10144-014-0450-5,2014,Wolf,,
nest success,0.77,0.01,NA,NA,variance,direct calculation - beta distribution,yes,27,CWMA,10.1007/s10144-014-0450-5,2014,Wolf,,
first clutch size,31.11,4.91,NA,NA,variance,direct calculation - stretch beta distribution,yes,16,CWMA,10.1007/s10144-014-0450-5,2014,Wolf,,
females double clutching,0.83,0.01,NA,NA,variance,direct calculation - beta distribution,yes,6,CWMA,10.1007/s10144-014-0450-5,2014,Wolf,,
second clutch size,20.73,4.91,NA,NA,variance,direct calculation - stretch beta distribution,yes,16,CWMA,10.1007/s10144-014-0450-5,2014,Wolf,,
fecundity,10.53,NA,NA,NA,NA,compound rate,yes,NA,CWMA,10.1007/s10144-014-0450-5,2014,Wolf,,
adult survival,0.21,0.02,NA,NA,variance,known fates estimate,yes,229,CWMA,10.1007/s10144-014-0450-5,2014,Wolf,,
hatchling survival,0.3,NA,NA,NA,NA,direct calculation when lambda = 1,yes,NA,CWMA,10.1007/s10144-014-0450-5,2014,Wolf,,
survival age 0-2,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. pulex,10.1007/s10646-010-0507-y,2010,Duchet,plotted only and not labelled,
survival age 2-4,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. pulex,10.1007/s10646-010-0507-y,2010,Duchet,don't think it is propagated but some sd used for normal distribution. Not really enough detail,
survival age 4-6,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. pulex,10.1007/s10646-010-0507-y,2010,Duchet,,
survival age 6-8,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. pulex,10.1007/s10646-010-0507-y,2010,Duchet,,
survival age 8-10,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. pulex,10.1007/s10646-010-0507-y,2010,Duchet,,
survival age 10-12,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. pulex,10.1007/s10646-010-0507-y,2010,Duchet,,
survival age 12-14,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. pulex,10.1007/s10646-010-0507-y,2010,Duchet,,
fecundity 6-8,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. pulex,10.1007/s10646-010-0507-y,2010,Duchet,,
fecundity 8-10,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. pulex,10.1007/s10646-010-0507-y,2010,Duchet,,
fecundity 10-12,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. pulex,10.1007/s10646-010-0507-y,2010,Duchet,,
fecundity 12-14,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. pulex,10.1007/s10646-010-0507-y,2010,Duchet,,
lambda,NA,plotted only,plotted only,plotted only,standard error,mean lambda and SEM,NA,not reported,D. pulex,10.1007/s10646-010-0507-y,2010,Duchet,,
survival age 0-2,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. magna,10.1007/s10646-010-0507-y,2010,Duchet,,
survival age 2-4,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. magna,10.1007/s10646-010-0507-y,2010,Duchet,,
survival age 4-6,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. magna,10.1007/s10646-010-0507-y,2010,Duchet,,
survival age 6-8,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. magna,10.1007/s10646-010-0507-y,2010,Duchet,,
survival age 8-10,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. magna,10.1007/s10646-010-0507-y,2010,Duchet,,
survival age 10-12,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. magna,10.1007/s10646-010-0507-y,2010,Duchet,,
survival age 12-14,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. magna,10.1007/s10646-010-0507-y,2010,Duchet,,
fecundity 6-8,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. magna,10.1007/s10646-010-0507-y,2010,Duchet,,
fecundity 8-10,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. magna,10.1007/s10646-010-0507-y,2010,Duchet,,
fecundity 10-12,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. magna,10.1007/s10646-010-0507-y,2010,Duchet,,
fecundity 12-14,NA,plotted only,plotted only,plotted only,can't tell,direct calculation: from life table,can't tell,not reported,D. magna,10.1007/s10646-010-0507-y,2010,Duchet,,
lambda,NA,plotted only,plotted only,plotted only,standard error,mean lambda and SEM,no,not reported,D. magna,10.1007/s10646-010-0507-y,2010,Duchet,,
lambda,NA,1.037,plotted only,plotted only,standard error,can't tell not reported,NA,NA,control,10.1007/s11270-014-2207-3,2014,Santadino,,
lambda,NA,0.473,plotted only,plotted only,standard error,can't tell not reported,NA,NA,dosage 1,10.1007/s11270-014-2207-3,2014,Santadino,,
lambda,NA,0.315,plotted only,plotted only,standard error,can't tell not reported,NA,NA,dosage 2,10.1007/s11270-014-2207-3,2014,Santadino,PLOTTED ONLY,
fecundity,"1,3",0.04,NA,NA,NA,direct calculation,NA,NA,control,10.1007/s11270-014-2207-3,2014,Santadino,,
juvenile survival,"2,1",1,NA,NA,NA,direct calculation,NA,NA,control,10.1007/s11270-014-2207-3,2014,Santadino,,
juvenile growth to adult,"3,2",1,NA,NA,NA,direct calculation,NA,NA,control,10.1007/s11270-014-2207-3,2014,Santadino,,
adult survival,"3,3",1,NA,NA,NA,direct calculation,NA,NA,control,10.1007/s11270-014-2207-3,2014,Santadino,,
fecundity,"1,3",1.7,NA,NA,NA,direct calculation,NA,NA,dosage 1,10.1007/s11270-014-2207-3,2014,Santadino,,
juvenile survival,"2,1",0.76,NA,NA,NA,direct calculation,NA,NA,dosage 1,10.1007/s11270-014-2207-3,2014,Santadino,,
juvenile growth to adult,"3,2",0.07,NA,NA,NA,direct calculation,NA,NA,dosage 1,10.1007/s11270-014-2207-3,2014,Santadino,,
adult survival,"3,3",0.07,NA,NA,NA,direct calculation,NA,NA,dosage 1,10.1007/s11270-014-2207-3,2014,Santadino,,
fecundity,"1,3",0.81,NA,NA,NA,direct calculation,NA,NA,dosage 2,10.1007/s11270-014-2207-3,2014,Santadino,,
juvenile survival,"2,1",0.84,NA,NA,NA,direct calculation,NA,NA,dosage 2,10.1007/s11270-014-2207-3,2014,Santadino,,
juvenile growth to adult,"3,2",0.04,NA,NA,NA,direct calculation,NA,NA,dosage 2,10.1007/s11270-014-2207-3,2014,Santadino,,
adult survival,"3,3",0.04,NA,NA,NA,direct calculation,NA,NA,dosage 2,10.1007/s11270-014-2207-3,2014,Santadino,,
lambda,NA,0.941,0.8933,0.988,confidence interval,not sure,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 1,"2,1",0.72,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,max: 80 ,
survival 2,"3,2",0.889,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 3,"4,3",0.875,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 4,"5,4",0.857,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 5,"6,5",0.889,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 6,"7,6",0.875,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 7,"8,7",0.786,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 8,"9,8",0.727,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 9,"10,9",0.75,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 10,"11,10",0.792,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 11,"12,11",0.833,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 12,"13,12",0.808,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 13,"14,13",0.905,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 14,"15,14",0.947,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 15,"16,15",0.946,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 16,"17,16",0.944,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 17,"18,17",0.767,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 18,"19,18",0.923,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 19,"20,19",0.878,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 20,"21,20",0.833,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 21,"22,21",0.9,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 22,"23,22",0.895,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 23,"24,23",0.895,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 24,"25,24",0.895,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 25,"26,25",0.895,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 26,"27,26",0.895,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 27,"28,27",0.889,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 28,"29,28",0.882,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 29,"30,29",0.875,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 30,"31,30",0.866,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 31,"32,31",0.857,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 32,"33,32",0.762,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 33,"34,33",0.667,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 34,"35,34",0.5,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 35,"36,35",0.5,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 36,"37,36",0.25,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
survival 37,"37,37",0,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 5,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 6,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 7,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 8,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 9,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 10,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 11,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 12,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 13,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 14,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 15,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 16,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 17,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 18,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 19,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 20,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 21,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 22,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 23,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 24,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 25,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 26,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 27,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 28,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 29,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 30,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 31,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 32,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 33,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 34,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 35,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 36,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
fertility 37,NA,0.2,NA,NA,NA,from literature,NA,NA,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 5,NA,0.62,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 6,NA,0.88,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 7,NA,0.88,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 8,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 9,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 10,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 11,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 12,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 13,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 14,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 15,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 16,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 17,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 18,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 19,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 20,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 21,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 22,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 23,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 24,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 25,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 26,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 27,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 28,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 29,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 30,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 31,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 32,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 33,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 34,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
breeding probability 35,NA,0.97,NA,NA,NA,direct calculation,NA,not clear,1947-1974,10.1016/j.biocon.2009.12.010,2010,Kruger,,
